id,category,answer_ko,answer_en,acceptable_answers,difficulty,image_url,image_source,photographer,license,suggested_image_query,hint_1,hint_2,hint_3,hint_4,hint_5,explanation,status
LAND-078,랜드마크,살라르 데 우유니,Salar de Uyuni,"우유니 소금사막, salar de uyuni",easy,,,,,Salar de Uyuni 우유니 볼리비아,이곳은 볼리비아 우유니에 있는 랜드마크입니다.,유형으로 보면 소금 사막에 가깝습니다.,볼리비아를 대표하는 명소 중 하나입니다.,비가 오면 거울 같은 풍경이 생깁니다.,볼리비아의 거대한 소금 사막입니다.,살라르 데 우유니는 볼리비아 우유니에 있는 소금 사막입니다. 비가 오면 거울 같은 풍경이 생깁니다. 볼리비아의 거대한 소금 사막입니다.,텍스트초안
LAND-079,랜드마크,갈라파고스 제도,Galapagos Islands,"갈라파고스, galapagos islands",normal,,,,,Galapagos Islands 갈라파고스 에콰도르,이곳은 에콰도르 갈라파고스에 있는 랜드마크입니다.,유형으로 보면 섬 자연유산에 가깝습니다.,에콰도르를 대표하는 명소 중 하나입니다.,독특한 동식물로 유명한 화산섬들입니다.,다윈의 진화론과 관련해 자주 언급됩니다.,갈라파고스 제도는 에콰도르 갈라파고스에 있는 섬 자연유산입니다. 독특한 동식물로 유명한 화산섬들입니다. 다윈의 진화론과 관련해 자주 언급됩니다.,텍스트초안
LAND-080,랜드마크,파나마 운하,Panama Canal,"파나마 운하, panama canal",easy,,,,,Panama Canal 파나마 파나마,이곳은 파나마에 있는 랜드마크입니다.,유형으로 보면 운하에 가깝습니다.,파나마를 대표하는 명소 중 하나입니다.,두 대양을 연결하는 인공 수로입니다.,중앙아메리카의 대표 교통 인프라입니다.,파나마 운하는 파나마에 있는 운하입니다. 두 대양을 연결하는 인공 수로입니다. 중앙아메리카의 대표 교통 인프라입니다.,텍스트초안
LAND-081,랜드마크,치첸이트사,Chichen Itza,"치첸이트사, chichen itza",easy,,,,,Chichen Itza 유카탄 멕시코,이곳은 멕시코 유카탄에 있는 랜드마크입니다.,유형으로 보면 마야 유적에 가깝습니다.,멕시코를 대표하는 명소 중 하나입니다.,계단식 피라미드가 유명합니다.,멕시코의 대표 마야 문명 유적입니다.,치첸이트사는 멕시코 유카탄에 있는 마야 유적입니다. 계단식 피라미드가 유명합니다. 멕시코의 대표 마야 문명 유적입니다.,텍스트초안
LAND-082,랜드마크,테오티우아칸,Teotihuacan,"테오티우아칸, teotihuacan",normal,,,,,Teotihuacan 멕시코주 멕시코,이곳은 멕시코 멕시코주에 있는 랜드마크입니다.,유형으로 보면 고대 도시 유적에 가깝습니다.,멕시코를 대표하는 명소 중 하나입니다.,태양의 피라미드와 넓은 대로가 유명합니다.,멕시코의 대표 고대 도시 유적입니다.,테오티우아칸는 멕시코 멕시코주에 있는 고대 도시 유적입니다. 태양의 피라미드와 넓은 대로가 유명합니다. 멕시코의 대표 고대 도시 유적입니다.,텍스트초안
LAND-083,랜드마크,타임스퀘어,Times Square,"타임스퀘어, times square",easy,,,,,Times Square 뉴욕 미국,이곳은 미국 뉴욕에 있는 랜드마크입니다.,유형으로 보면 광장/거리에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,대형 전광판과 브로드웨이 극장가가 유명합니다.,뉴욕 맨해튼의 대표 번화가입니다.,타임스퀘어는 미국 뉴욕에 있는 광장/거리입니다. 대형 전광판과 브로드웨이 극장가가 유명합니다. 뉴욕 맨해튼의 대표 번화가입니다.,텍스트초안
LAND-084,랜드마크,엠파이어 스테이트 빌딩,Empire State Building,"엠파이어 스테이트 빌딩, empire state building",easy,,,,,Empire State Building 뉴욕 미국,이곳은 미국 뉴욕에 있는 랜드마크입니다.,유형으로 보면 초고층 빌딩에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,아르데코 양식의 고층 빌딩입니다.,뉴욕 맨해튼의 대표 마천루입니다.,엠파이어 스테이트 빌딩는 미국 뉴욕에 있는 초고층 빌딩입니다. 아르데코 양식의 고층 빌딩입니다. 뉴욕 맨해튼의 대표 마천루입니다.,텍스트초안
LAND-085,랜드마크,골든게이트 브리지,Golden Gate Bridge,"금문교, 골든게이트 브리지, golden gate bridge",easy,,,,,Golden Gate Bridge 샌프란시스코 미국,이곳은 미국 샌프란시스코에 있는 랜드마크입니다.,유형으로 보면 다리에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,붉은색 현수교와 안개 풍경이 유명합니다.,샌프란시스코의 대표 다리입니다.,골든게이트 브리지는 미국 샌프란시스코에 있는 다리입니다. 붉은색 현수교와 안개 풍경이 유명합니다. 샌프란시스코의 대표 다리입니다.,텍스트초안
LAND-086,랜드마크,그랜드 캐니언,Grand Canyon,"그랜드 캐니언, grand canyon",easy,,,,,Grand Canyon 애리조나 미국,이곳은 미국 애리조나에 있는 랜드마크입니다.,유형으로 보면 협곡에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,거대한 붉은 협곡 지형이 유명합니다.,콜로라도강이 만든 미국의 대표 자연 명소입니다.,그랜드 캐니언는 미국 애리조나에 있는 협곡입니다. 거대한 붉은 협곡 지형이 유명합니다. 콜로라도강이 만든 미국의 대표 자연 명소입니다.,텍스트초안
LAND-087,랜드마크,요세미티 밸리,Yosemite Valley,"요세미티 밸리, yosemite valley",normal,,,,,Yosemite Valley 캘리포니아 미국,이곳은 미국 캘리포니아에 있는 랜드마크입니다.,유형으로 보면 자연 명소에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,화강암 절벽과 폭포가 유명합니다.,요세미티 국립공원의 대표 경관입니다.,요세미티 밸리는 미국 캘리포니아에 있는 자연 명소입니다. 화강암 절벽과 폭포가 유명합니다. 요세미티 국립공원의 대표 경관입니다.,텍스트초안
LAND-088,랜드마크,러시모어산,Mount Rushmore,"러시모어산, mount rushmore",normal,,,,,Mount Rushmore 사우스다코타 미국,이곳은 미국 사우스다코타에 있는 랜드마크입니다.,유형으로 보면 기념 조각에 가깝습니다.,미국를 대표하는 명소 중 하나입니다.,산에 새겨진 대통령 얼굴 조각이 유명합니다.,미국의 대표 기념 조각입니다.,러시모어산는 미국 사우스다코타에 있는 기념 조각입니다. 산에 새겨진 대통령 얼굴 조각이 유명합니다. 미국의 대표 기념 조각입니다.,텍스트초안
LAND-089,랜드마크,나이아가라 폭포,Niagara Falls,"나이아가라 폭포, niagara falls",easy,,,,,Niagara Falls 나이아가라 미국/캐나다,이곳은 미국/캐나다 나이아가라에 있는 랜드마크입니다.,유형으로 보면 폭포에 가깝습니다.,미국/캐나다를 대표하는 명소 중 하나입니다.,거대한 수량의 폭포가 국경에 있습니다.,북미의 대표 폭포 명소입니다.,나이아가라 폭포는 미국/캐나다 나이아가라에 있는 폭포입니다. 거대한 수량의 폭포가 국경에 있습니다. 북미의 대표 폭포 명소입니다.,텍스트초안
LAND-090,랜드마크,CN 타워,CN Tower,"CN 타워, cn tower",easy,,,,,CN Tower 토론토 캐나다,이곳은 캐나다 토론토에 있는 랜드마크입니다.,유형으로 보면 전망탑에 가깝습니다.,캐나다를 대표하는 명소 중 하나입니다.,토론토 스카이라인의 중심에 솟아 있습니다.,캐나다 토론토의 대표 랜드마크입니다.,CN 타워는 캐나다 토론토에 있는 전망탑입니다. 토론토 스카이라인의 중심에 솟아 있습니다. 캐나다 토론토의 대표 랜드마크입니다.,텍스트초안
LAND-091,랜드마크,밴프 국립공원,Banff National Park,"밴프, banff national park",easy,,,,,Banff National Park 앨버타 캐나다,이곳은 캐나다 앨버타에 있는 랜드마크입니다.,유형으로 보면 자연 명소에 가깝습니다.,캐나다를 대표하는 명소 중 하나입니다.,푸른 호수와 로키산맥 풍경이 유명합니다.,캐나다 로키의 대표 국립공원입니다.,밴프 국립공원는 캐나다 앨버타에 있는 자연 명소입니다. 푸른 호수와 로키산맥 풍경이 유명합니다. 캐나다 로키의 대표 국립공원입니다.,텍스트초안
LAND-092,랜드마크,페어몬트 르 샤토 프롱트낙,Chateau Frontenac,"샤토 프롱트낙, chateau frontenac",normal,,,,,Chateau Frontenac 퀘벡시티 캐나다,이곳은 캐나다 퀘벡시티에 있는 랜드마크입니다.,유형으로 보면 호텔/성곽 경관에 가깝습니다.,캐나다를 대표하는 명소 중 하나입니다.,성처럼 보이는 호텔이 구시가지 위에 있습니다.,퀘벡시티의 대표 랜드마크입니다.,페어몬트 르 샤토 프롱트낙는 캐나다 퀘벡시티에 있는 호텔/성곽 경관입니다. 성처럼 보이는 호텔이 구시가지 위에 있습니다. 퀘벡시티의 대표 랜드마크입니다.,텍스트초안
LAND-093,랜드마크,킬리만자로산,Mount Kilimanjaro,"킬리만자로, mount kilimanjaro",easy,,,,,Mount Kilimanjaro 탄자니아 탄자니아,이곳은 탄자니아에 있는 랜드마크입니다.,유형으로 보면 산에 가깝습니다.,탄자니아를 대표하는 명소 중 하나입니다.,아프리카에서 가장 높은 산으로 알려져 있습니다.,눈 덮인 정상과 초원 풍경이 대비됩니다.,킬리만자로산는 탄자니아에 있는 산입니다. 아프리카에서 가장 높은 산으로 알려져 있습니다. 눈 덮인 정상과 초원 풍경이 대비됩니다.,텍스트초안
LAND-094,랜드마크,빅토리아 폭포,Victoria Falls,"빅토리아 폭포, victoria falls",easy,,,,,Victoria Falls 잠베지강 잠비아/짐바브웨,이곳은 잠비아/짐바브웨 잠베지강에 있는 랜드마크입니다.,유형으로 보면 폭포에 가깝습니다.,잠비아/짐바브웨를 대표하는 명소 중 하나입니다.,거대한 물안개가 피어오르는 폭포입니다.,아프리카 남부의 대표 자연 명소입니다.,빅토리아 폭포는 잠비아/짐바브웨 잠베지강에 있는 폭포입니다. 거대한 물안개가 피어오르는 폭포입니다. 아프리카 남부의 대표 자연 명소입니다.,텍스트초안
LAND-095,랜드마크,테이블마운틴,Table Mountain,"테이블마운틴, table mountain",easy,,,,,Table Mountain 케이프타운 남아프리카공화국,이곳은 남아프리카공화국 케이프타운에 있는 랜드마크입니다.,유형으로 보면 산에 가깝습니다.,남아프리카공화국를 대표하는 명소 중 하나입니다.,정상이 평평한 산 모양이 특징입니다.,케이프타운을 상징하는 산입니다.,테이블마운틴는 남아프리카공화국 케이프타운에 있는 산입니다. 정상이 평평한 산 모양이 특징입니다. 케이프타운을 상징하는 산입니다.,텍스트초안
LAND-096,랜드마크,로벤섬,Robben Island,"로벤섬, robben island",normal,,,,,Robben Island 케이프타운 인근 남아프리카공화국,이곳은 남아프리카공화국 케이프타운 인근에 있는 랜드마크입니다.,유형으로 보면 역사 유적에 가깝습니다.,남아프리카공화국를 대표하는 명소 중 하나입니다.,감옥섬으로 알려진 역사적 장소입니다.,넬슨 만델라와 관련 깊은 장소입니다.,로벤섬는 남아프리카공화국 케이프타운 인근에 있는 역사 유적입니다. 감옥섬으로 알려진 역사적 장소입니다. 넬슨 만델라와 관련 깊은 장소입니다.,텍스트초안
LAND-097,랜드마크,사하라 사막,Sahara Desert,"사하라 사막, sahara desert",easy,,,,,Sahara Desert 북아프리카 북아프리카,이곳은 북아프리카에 있는 랜드마크입니다.,유형으로 보면 사막에 가깝습니다.,북아프리카를 대표하는 명소 중 하나입니다.,끝없이 펼쳐진 모래 언덕 풍경이 유명합니다.,세계 최대급의 뜨거운 사막으로 알려져 있습니다.,사하라 사막는 북아프리카에 있는 사막입니다. 끝없이 펼쳐진 모래 언덕 풍경이 유명합니다. 세계 최대급의 뜨거운 사막으로 알려져 있습니다.,텍스트초안
LAND-098,랜드마크,카르나크 신전,Karnak Temple,"카르나크 신전, karnak temple",normal,,,,,Karnak Temple 룩소르 이집트,이곳은 이집트 룩소르에 있는 랜드마크입니다.,유형으로 보면 고대 신전에 가깝습니다.,이집트를 대표하는 명소 중 하나입니다.,거대한 기둥 숲이 유명합니다.,이집트 룩소르의 대표 고대 신전입니다.,카르나크 신전는 이집트 룩소르에 있는 고대 신전입니다. 거대한 기둥 숲이 유명합니다. 이집트 룩소르의 대표 고대 신전입니다.,텍스트초안
LAND-099,랜드마크,아부심벨 신전,Abu Simbel Temples,"아부심벨, abu simbel",normal,,,,,Abu Simbel Temples 아부심벨 이집트,이곳은 이집트 아부심벨에 있는 랜드마크입니다.,유형으로 보면 고대 신전에 가깝습니다.,이집트를 대표하는 명소 중 하나입니다.,거대한 파라오 석상이 입구에 있습니다.,람세스 2세와 관련된 이집트 신전입니다.,아부심벨 신전는 이집트 아부심벨에 있는 고대 신전입니다. 거대한 파라오 석상이 입구에 있습니다. 람세스 2세와 관련된 이집트 신전입니다.,텍스트초안
LAND-100,랜드마크,하산 2세 모스크,Hassan II Mosque,"하산 2세 모스크, hassan ii mosque",normal,,,,,Hassan II Mosque 카사블랑카 모로코,이곳은 모로코 카사블랑카에 있는 랜드마크입니다.,유형으로 보면 모스크에 가깝습니다.,모로코를 대표하는 명소 중 하나입니다.,대서양 바로 옆에 서 있는 거대한 모스크입니다.,카사블랑카의 대표 랜드마크입니다.,하산 2세 모스크는 모로코 카사블랑카에 있는 모스크입니다. 대서양 바로 옆에 서 있는 거대한 모스크입니다. 카사블랑카의 대표 랜드마크입니다.,텍스트초안
